Area(SQM),Price,Negotiable,Balcony,Electricity,Water,Gas,Landline,Elevator,Security,Built_in_Kitchen,Maids_Room,Private_Garden,Parking,Central(A/C)& heating,Pool,Furnished,Bedroom,Bathroom,Location,Type,Level,Compound,Delivery_Date,Delivery_Term
145.0,1900000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Raml Station,Apartment,10,Nakheel,Ready,Finished
130.0,520000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Nakheel,Apartment,1,Nakheel,Ready,Finished
85.0,560000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Sidi Beshr,Apartment,7,Nakheel,Ready,Finished
236.0,4250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,Smoha,Apartment,9,Nakheel,Ready,Finished
93.0,540000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Sidi Beshr,Apartment,8,Nakheel,Ready,Finished
186.0,4092000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,Smoha,Apartment,3,Nakheel,2025,Finished
120.0,1300000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Fleming,Apartment,1,Nakheel,Ready,Finished
180.0,3420000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Saba Pasha,Apartment,6,Nakheel,2024,Finished
105.0,250000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,Nakheel,Apartment,2,Nakheel,Ready,Finished
90.0,1150000.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Sidi Beshr,Apartment,10+,Nakheel,Ready,Finished
200.0,3200000.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2,Moharam Bik,Apartment,5,Nakheel,Ready,Finished
184.0,4349682.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,2,Moharam Bik,Apartment,4,Nakheel,2025,Finished
130.0,999999.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,Montazah,Apartment,1,Nakheel,Ready,Finished
108.0,1700000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Montazah,Apartment,3,Nakheel,Ready,Finished
176.0,2860000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,3,Smoha,Apartment,9,Murooj,Ready,Finished
230.0,1800000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Sidi Beshr,Duplex,7,Nakheel,Ready,Finished
135.0,1600000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,Glim,Apartment,10,Nakheel,Ready,Finished
85.0,360000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1189024390243902,2,1,Borg al-Arab,Apartment,2,Nakheel,Ready,Finished
125.0,1350000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Gianaclis,Apartment,7,Nakheel,within 6 months,Finished
135.0,1200000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,Sidi Beshr,Apartment,4,Nakheel,Ready,Finished
163.0,3340000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Smoha,Apartment,4,Nakheel,2025,Finished
201.0,6010000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Smoha,Apartment,6,Nakheel,2026,Finished
80.0,780000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Sidi Beshr,Apartment,2,Nakheel,Ready,Finished
145.0,1930000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Laurent,Apartment,8,Nakheel,Ready,Finished
161.0,2760000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,2,Smoha,Apartment,9,Murooj,Ready,Finished
190.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,3,Smoha,Apartment,8,Nakheel,Ready,Finished
175.0,2600000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,Sporting,Apartment,10+,Nakheel,Ready,Finished
90.0,450000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Fleming,Apartment,2,Nakheel,Ready,Finished
85.0,750000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,Sidi Beshr,Apartment,9,Nakheel,Ready,Finished
145.0,1450000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,Smoha,Apartment,10+,Nakheel,Ready,Semi Finished
190.0,2964000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,Smoha,Apartment,3,Nakheel,2023,Finished
90.0,250000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,Nakheel,Apartment,1,Nakheel,Ready,Finished
100.0,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,1,Laurent,Apartment,6,Nakheel,Ready,Finished
180.0,2500000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Manshiyya,Apartment,2,Nakheel,Ready,Finished
90.0,250000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1,Nakheel,Apartment,2,Nakheel,Ready,Finished
85.0,600000.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,2,1,Miami,Apartment,10+,Nakheel,Ready,Finished
130.0,850000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Miami,Apartment,10+,Nakheel,Ready,Finished
200.0,2750000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,2,Roushdy,Apartment,7,Nakheel,Ready,Finished
225.0,4250000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Smoha,Apartment,6,Nakheel,Ready,Finished
90.0,260000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,Nakheel,Apartment,1,Nakheel,Ready,Finished
110.0,285000.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,Nakheel,Apartment,3,Nakheel,Ready,Finished
200.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Smoha,Apartment,2,Nakheel,Ready,Finished
195.0,2400000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,Kafr Abdo,Apartment,10+,Nakheel,Ready,Finished
175.0,2750000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,Sidi Beshr,Apartment,5,Nakheel,Ready,Finished
185.0,3200000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Saba Pasha,Apartment,5,Nakheel,Ready,Finished
110.0,270000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,Nakheel,Apartment,2,Nakheel,Ready,Finished
125.0,2300000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,Sidi Gaber,Apartment,10+,Nakheel,Ready,Finished
125.0,670000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Asafra,Apartment,5,Nakheel,Ready,Finished
101.0,1600000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Miami,Apartment,2,Nakheel,Ready,Finished
100.0,700000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,1,Bahray - Anfoshy,Apartment,10+,Nakheel,Ready,Finished
136.0,1500000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,2,1,Montazah,Apartment,10+,Nakheel,Ready,Finished
133.0,1650000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Smoha,Apartment,8,Nakheel,Ready,Finished
225.0,3750000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,Smoha,Apartment,3,Nakheel,Ready,Finished
210.0,3100000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Saba Pasha,Apartment,9,Nakheel,Ready,Finished
196.0,2730001.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,Kafr Abdo,Apartment,6,Nakheel,Ready,Semi Finished
215.0,2850000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Glim,Apartment,2,Nakheel,Ready,Finished
80.0,450000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Gianaclis,Apartment,10+,Nakheel,Ready,Finished
120.0,290000.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,1,Nakheel,Apartment,4,Nakheel,Ready,Finished
320.0,4500000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,3,Stanley,Apartment,5,Nakheel,Ready,Finished
180.0,2100000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Bolkly,Apartment,10,Nakheel,Ready,Finished
110.0,800000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Laurent,Apartment,10+,Nakheel,Ready,Finished
110.0,1200000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,2,1,Glim,Apartment,1,Nakheel,Ready,Finished
210.0,2700000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,Saba Pasha,Apartment,8,Nakheel,Ready,Finished
150.0,1000000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Sidi Beshr,Apartment,1,Nakheel,soon,Finished
90.0,230000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Nakheel,Apartment,1,Nakheel,Ready,Finished
120.0,1400000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,2,1,Sidi Beshr,Apartment,2,Nakheel,Ready,Finished
135.0,1350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Moharam Bik,Apartment,3,Nakheel,Ready,Finished
133.0,930000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Moharam Bik,Apartment,1,Nakheel,Ready,Finished
180.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,Roushdy,Apartment,4,Nakheel,Ready,Finished
100.0,210000.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Nakheel,Duplex,10+,Nakheel,Ready,Finished
100.0,280000.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Nakheel,Apartment,2,Nakheel,Ready,Finished
120.0,1300000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Agami,Apartment,5,Nakheel,Ready,Finished
140.0,1100000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,2,Seyouf,Apartment,9,Nakheel,Ready,Finished
110.0,270000.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,Nakheel,Apartment,2,Nakheel,Ready,Finished
300.0,300000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1189024390243902,2,1,Nakheel,Apartment,6,Nakheel,Ready,Finished
110.0,270000.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,Nakheel,Apartment,4,Nakheel,Ready,Finished
220.0,3740000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,3,Camp Caesar,Apartment,8,Nakheel,Ready,Finished
130.0,285000.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1,Nakheel,Apartment,10+,Nakheel,Ready,Finished
200.0,2200000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,3,Sidi Beshr,Apartment,6,Nakheel,Ready,Semi Finished
140.0,390000.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1,Nakheel,Apartment,2,Nakheel,Ready,Finished
115.0,650000.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Abu Qir,Apartment,8,Nakheel,Ready,Finished
160.0,600000.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Agami,Apartment,2,Nakheel,Ready,Semi Finished
125.0,560000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Seyouf,Apartment,7,Nakheel,soon,Finished
145.0,1800000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Sidi Beshr,Apartment,10+,Nakheel,Ready,Finished
135.0,900000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Moharam Bik,Apartment,9,Nakheel,Ready,Finished
125.0,850000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,2,Sidi Beshr,Apartment,5,Nakheel,Ready,Semi Finished
280.0,3250000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,3,Smoha,Duplex,10+,Nakheel,Ready,Finished
160.0,1650000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3,1,Bolkly,Apartment,4,Nakheel,Ready,Finished
120.0,750000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Mandara,Apartment,3,Nakheel,Ready,Finished
32.0,250000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,2,1,Attarin,Studio,1,Nakheel,soon,Finished
140.0,1850000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2,Sidi Gaber,Apartment,3,Nakheel,Ready,Finished
130.0,2500000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2,Sidi Beshr,Apartment,7,Nakheel,Ready,Finished
95.0,825000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Sidi Beshr,Apartment,2,Nakheel,Ready,Finished
135.0,350000.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Agami,Apartment,1,Nakheel,2022,Finished
120.0,380000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,Nakheel,Apartment,3,Nakheel,Ready,Finished
120.0,250000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2,1,Nakheel,Apartment,3,Nakheel,Ready,Finished
110.0,310000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,Nakheel,Apartment,6,Nakheel,Ready,Finished
110.0,310000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Agami,Apartment,6,Nakheel,Ready,Finished
125.0,670000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,Mandara,Apartment,5,Nakheel,Ready,Finished
270.0,2500000.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,3,Roushdy,Apartment,5,Nakheel,Ready,Semi Finished
165.0,2000000.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2,Laurent,Apartment,10+,Nakheel,Ready,Finished
134.0,500000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Miami,Apartment,5,Nakheel,Ready,Semi Finished
175.0,3200000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Smoha,Apartment,4,Nakheel,Ready,Finished
85.0,420000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Asafra,Apartment,7,Nakheel,Ready,Finished
293.0,5200000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,Laurent,Apartment,10+,Nakheel,Ready,Finished
110.0,210000.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,1,Seyouf,Apartment,9,Nakheel,Ready,Not Finished
130.0,2000000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,Roushdy,Apartment,4,Nakheel,Ready,Finished
96.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Miami,Apartment,4,Nakheel,Ready,Finished
160.0,1100000.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,Miami,Apartment,3,Nakheel,Ready,Finished
90.0,340000.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Nakheel,Apartment,2,Nakheel,Ready,Finished
125.0,950000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Gianaclis,Apartment,3,Nakheel,Ready,Finished
156.0,4056000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,Moharam Bik,Apartment,6,Nakheel,2025,Finished
145.0,1450000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Smoha,Apartment,10+,Nakheel,Ready,Finished
155.0,3000000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,2,Laurent,Apartment,8,Nakheel,Ready,Finished
165.0,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,Victoria,Apartment,10+,Nakheel,within 6 months,Finished
110.0,500000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1,Agami,Apartment,5,Nakheel,Ready,Finished
153.0,3276000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,Moharam Bik,Apartment,2,Nakheel,2025,Finished
110.0,800000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,Sidi Beshr,Apartment,8,Nakheel,Ready,Finished
300.0,5200000.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,Smoha,Apartment,10,Nakheel,Ready,Finished
140.0,2450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,2,Roushdy,Apartment,4,Nakheel,Ready,Finished
115.0,670000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Miami,Apartment,10+,Nakheel,Ready,Semi Finished
165.0,2000000.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Cleopatra,Apartment,10+,Nakheel,Ready,Finished
200.0,900000.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,2,Agami,Duplex,5,Nakheel,Ready,Finished
400.0,8000000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,3,San Stefano,Apartment,8,Nakheel,Ready,Semi Finished
114.0,2090000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,2,2,Laurent,Apartment,4,Nakheel,Ready,Finished
166.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,2,Glim,Apartment,5,Nakheel,Ready,Finished
290.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,3,Zezenia,Apartment,9,Nakheel,Ready,Finished
205.0,3075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,3,Smoha,Apartment,4,Nakheel,Ready,Finished
205.0,3075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,2,Smoha,Apartment,8,Nakheel,Ready,Finished
150.0,1950000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,2,Sidi Beshr,Apartment,5,Nakheel,Ready,Finished
80.0,380000.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,Seyouf,Apartment,5,Nakheel,soon,Finished
200.0,2100000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,Miami,Apartment,8,Nakheel,Ready,Finished
192.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,2,Smoha,Apartment,2,Nakheel,Ready,Finished
280.0,4850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1189024390243902,3,3,Smoha,Apartment,4,Nakheel,Ready,Finished
185.0,5000000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,Smoha,Apartment,7,Nakheel,Ready,Finished
